gene_name, cluster_assignment, em0-2hr, em2-4hr, em4-6hr, em6-8hr, em8-10hr, em10-12hr, em12-14hr, em14-16hr, em16-18hr, em18-20hr, em20-22hr, em22-24hr
CG42762/CG8552, 0, 9.44, 21.8, 11.3, 6.82, 8.24, 6.47, 14.1, 13.1, 15.2, 14.2, 13.4, 15.2
CG4278, 0, 13.4, 14.5, 11.3, 9.03, 11.9, 10.3, 12.4, 6.09, 6.69, 4.36, 4.17, 5.92
CG42806, 0, 9.51, 11.2, 22.4, 53.8, 75.2, 85.1, 72.1, 37.2, 30.7, 21.0, 25.8, 27.2
CG42808, 0, 0.0243, 0.329, 1.18, 0.69, 0.553, 0.511, 0.635, 4.36, 7.77, 48.1, 55.7, 76.6
CG4281, 0, 45.6, 51.3, 25.7, 26.8, 25.7, 15.2, 14.5, 18.0, 12.4, 7.18, 21.0, 15.3
CG42813, 0, 22.6, 11.3, 2.57, 1.14, 1.84, 5.39, 6.71, 11.9, 14.6, 19.9, 24.0, 22.9
CG42815, 5, 0.102, 0.0, 0.0276, 0.131, 0.0376, 0.276, 0.0415, 0.14, 0.169, 4.7, 164.0, 214.0
CG42819, 5, 0.377, 0.641, 0.495, 0.327, 1.04, 1.49, 1.05, 3.95, 44.0, 351.0, 22.0, 32.2
CG4282, 0, 15.8, 13.6, 12.4, 12.3, 11.6, 8.03, 8.13, 5.83, 4.53, 2.57, 6.35, 5.56
CG42837, 5, 30.9, 46.2, 24.2, 23.8, 40.4, 87.1, 88.6, 92.7, 85.8, 81.6, 66.6, 69.5
CG4287, 0, 22.2, 19.9, 11.7, 8.45, 11.9, 12.8, 10.7, 8.9, 10.5, 5.28, 9.56, 10.6
CG4293, 0, 17.2, 15.3, 13.4, 12.9, 15.2, 17.7, 11.3, 8.97, 4.68, 2.73, 2.24, 2.67
CG4300, 0, 30.1, 43.2, 19.2, 13.6, 18.7, 22.9, 23.9, 25.2, 19.0, 11.7, 16.4, 14.7
CG43051, 0, 0.515, 0.46, 0.715, 1.96, 5.16, 12.6, 32.9, 25.8, 50.6, 45.2, 27.6, 43.7
CG4306, 0, 0.572, 1.01, 0.99, 2.69, 9.35, 35.2, 59.0, 21.3, 19.0, 7.44, 1.33, 3.04
CG43130, 0, 12.3, 11.1, 19.2, 15.4, 15.9, 6.31, 17.5, 3.04, 8.49, 5.91, 7.08, 13.6
CG43164, 0, 0.368, 2.36, 7.02, 55.5, 104.0, 151.0, 106.0, 28.0, 2.41, 1.88, 1.04, 1.15
CG43184, 0, 9.37, 146.0, 3.45, 0.333, 0.565, 0.329, 0.165, 0.218, 0.262, 0.431, 0.152, 1.07
CG4332, 0, 36.4, 42.2, 14.2, 9.04, 11.9, 12.8, 10.3, 8.35, 4.82, 2.12, 2.97, 3.65
CG43332, 0, 0.257, 1.27, 3.52, 29.1, 73.3, 54.1, 75.6, 4.51, 0.824, 0.441, 0.19, 0.317
CG43345, 0, 13.7, 20.3, 15.5, 14.3, 14.0, 14.4, 12.6, 7.01, 6.84, 4.94, 11.0, 11.0
CG43346, 0, 9.56, 13.4, 11.6, 10.6, 9.84, 12.0, 9.85, 6.45, 5.35, 3.78, 6.48, 6.78
CG43349, 5, 0.182, 0.181, 0.284, 0.911, 1.72, 5.76, 8.21, 36.1, 47.9, 95.8, 161.0, 183.0
CG43355, 0, 3.16, 61.7, 103.0, 121.0, 147.0, 131.0, 100.0, 20.4, 6.43, 3.32, 1.02, 2.66
CG43367, 0, 1.84, 3.07, 10.7, 7.01, 6.43, 5.08, 5.98, 9.53, 22.2, 22.4, 2.6, 3.37
CG4338, 0, 23.6, 9.63, 9.98, 14.9, 14.3, 18.7, 12.4, 10.0, 7.9, 7.55, 7.52, 7.92
CG43390, 3, 0.0715, 0.206, 0.0, 0.0359, 0.412, 0.339, 0.24, 0.0368, 0.791, 96.6, 433.0, 418.0
CG43391, 3, 0.0, 0.134, 0.0, 0.0, 0.136, 0.0675, 0.167, 0.0359, 0.136, 46.2, 377.0, 460.0
CG4360, 0, 32.4, 28.9, 23.6, 28.7, 25.6, 21.3, 21.2, 15.1, 11.2, 9.93, 11.0, 9.32
CG4364, 2, 66.4, 117.0, 153.0, 139.0, 153.0, 138.0, 99.3, 78.8, 65.1, 68.3, 97.6, 92.3
CG4365, 0, 87.9, 68.5, 24.6, 18.0, 16.6, 14.0, 8.27, 14.5, 13.9, 14.5, 15.9, 12.4
CG43674, 0, 14.2, 10.3, 9.86, 11.2, 11.6, 8.59, 12.3, 4.8, 9.53, 9.54, 8.12, 10.7
CG43774, 0, 0.0, 0.0196, 0.077, 0.153, 0.135, 0.0972, 0.0761, 0.035, 0.642, 11.3, 44.0, 46.9
CG43780, 2, 37.2, 55.2, 56.2, 113.0, 154.0, 162.0, 180.0, 110.0, 70.3, 54.9, 31.4, 33.7
CG43781, 2, 37.7, 55.9, 57.0, 114.0, 156.0, 164.0, 182.0, 111.0, 71.2, 55.6, 31.8, 34.2
CG43896, 0, 0.0428, 0.0392, 0.0479, 0.0779, 0.0988, 0.0584, 0.0537, 0.6, 6.25, 30.8, 53.2, 71.1
CG43897, 0, 0.0698, 0.0659, 0.0663, 0.202, 0.346, 1.31, 4.17, 11.1, 23.2, 35.9, 25.8, 27.2
CG4390, 0, 27.4, 28.0, 16.6, 5.76, 7.13, 7.24, 6.4, 7.73, 6.79, 5.61, 6.51, 6.44
CG4400, 0, 42.4, 29.9, 29.6, 25.9, 21.4, 23.7, 17.4, 16.2, 11.7, 11.8, 9.07, 9.87
CG4406, 0, 22.2, 15.1, 17.6, 13.1, 11.6, 10.0, 6.65, 4.49, 3.55, 3.48, 2.31, 3.0
CG4408, 0, 27.9, 47.6, 44.0, 14.5, 9.56, 6.69, 5.99, 7.15, 4.91, 2.38, 3.21, 4.22
CG4440, 2, 22.0, 356.0, 327.0, 426.0, 292.0, 43.2, 10.2, 2.39, 1.84, 3.49, 1.57, 5.77
CG4452, 0, 19.2, 41.1, 43.7, 28.1, 21.6, 17.0, 13.3, 9.05, 8.09, 8.61, 11.4, 10.2
CG4455, 0, 8.6, 21.9, 55.8, 53.9, 44.4, 22.7, 26.9, 7.66, 7.55, 4.24, 5.09, 6.67
CG4495, 0, 11.0, 12.4, 9.83, 6.29, 7.57, 8.11, 8.57, 5.95, 7.21, 5.32, 8.86, 10.8
CG4500, 0, 2.66, 50.2, 108.0, 88.6, 78.3, 87.3, 79.9, 41.8, 9.95, 22.5, 13.6, 17.2
CG4511, 0, 57.8, 22.1, 20.5, 22.4, 26.4, 29.6, 30.1, 16.4, 13.1, 8.68, 5.57, 6.94
CG4538, 0, 13.4, 18.4, 7.26, 7.66, 11.4, 12.4, 13.2, 13.5, 17.2, 23.4, 13.7, 15.6
CG4552, 0, 16.4, 6.32, 7.09, 9.48, 10.1, 13.5, 11.4, 13.4, 10.7, 10.9, 8.33, 8.16
CG4562, 0, 0.498, 0.145, 0.132, 0.123, 0.324, 0.765, 1.97, 7.27, 11.2, 20.1, 33.5, 32.7
CG4563, 5, 0.0471, 0.0221, 0.0131, 0.0307, 0.0535, 0.0585, 0.0315, 0.387, 2.7, 22.2, 156.0, 141.0
CG4570, 0, 107.0, 95.9, 40.9, 34.1, 33.7, 26.2, 16.8, 16.5, 14.1, 7.65, 16.5, 17.7
CG4572, 0, 56.8, 59.2, 35.8, 14.3, 17.1, 15.7, 12.6, 13.3, 10.4, 6.49, 9.62, 10.5
CG4585, 0, 41.1, 11.5, 10.1, 12.4, 10.5, 13.2, 10.7, 18.3, 18.9, 16.0, 15.8, 13.4
CG4593, 0, 30.2, 5.66, 6.12, 9.16, 9.38, 14.8, 9.54, 8.97, 6.93, 6.52, 7.27, 6.23
CG4598, 0, 24.4, 8.29, 7.98, 10.7, 10.3, 16.5, 11.3, 10.7, 9.22, 8.19, 5.9, 6.05
CG4603, 0, 26.9, 6.99, 16.5, 20.3, 15.6, 21.8, 15.5, 18.0, 14.5, 15.6, 10.9, 10.1
CG4611, 0, 16.9, 8.69, 12.6, 14.5, 12.5, 15.9, 13.4, 14.6, 12.3, 11.3, 8.25, 8.02
CG4612, 0, 19.8, 6.03, 5.84, 7.02, 8.41, 9.76, 17.1, 10.6, 8.16, 6.33, 4.54, 5.94
CG4619, 0, 3.21, 3.17, 7.09, 13.2, 15.9, 15.8, 17.3, 13.0, 14.1, 18.7, 49.8, 53.2
CG4645, 0, 12.5, 7.31, 14.1, 15.5, 14.2, 18.7, 14.9, 10.6, 10.4, 8.82, 5.92, 5.84
CG4646, 0, 16.1, 8.47, 20.7, 14.8, 13.0, 16.3, 9.53, 8.63, 6.77, 4.54, 5.42, 5.31
CG4658, 0, 25.9, 8.47, 15.8, 14.0, 11.9, 12.4, 9.63, 11.0, 10.8, 15.4, 13.5, 16.7
CG4666, 0, 0.252, 0.191, 0.158, 0.342, 0.91, 2.76, 7.22, 67.6, 65.6, 11.4, 0.851, 1.13
CG4670, 0, 20.2, 32.3, 25.3, 21.8, 19.5, 18.6, 15.2, 20.5, 14.7, 10.2, 9.65, 10.0
CG4679, 0, 14.0, 6.93, 14.1, 11.4, 11.4, 14.0, 16.3, 14.9, 15.6, 13.8, 10.4, 12.7
CG4692, 3, 112.0, 142.0, 106.0, 85.9, 86.9, 166.0, 129.0, 164.0, 173.0, 288.0, 336.0, 268.0
CG4702, 0, 0.372, 3.63, 1.24, 0.895, 1.41, 9.14, 36.8, 62.7, 8.5, 1.62, 0.281, 0.495
CG4721, 0, 0.0621, 0.116, 0.114, 0.286, 0.591, 0.72, 1.33, 5.81, 18.4, 35.8, 26.7, 31.9
CG4729, 0, 9.09, 11.2, 11.9, 11.5, 13.3, 15.5, 17.3, 11.8, 9.77, 8.06, 9.14, 11.1
CG4743, 0, 7.01, 5.89, 8.68, 9.03, 9.43, 13.2, 11.3, 8.29, 7.98, 7.12, 6.41, 6.28
CG4747, 0, 57.0, 87.6, 116.0, 140.0, 101.0, 71.0, 62.8, 37.8, 28.3, 16.0, 18.2, 19.4
CG4751, 0, 11.1, 16.1, 26.1, 19.4, 13.9, 11.4, 8.96, 7.05, 4.78, 3.89, 3.24, 2.85
CG4752, 0, 6.59, 6.46, 4.01, 0.797, 0.988, 1.27, 1.92, 6.93, 9.43, 15.6, 24.1, 26.3
CG4753, 0, 12.0, 2.16, 3.32, 8.12, 10.0, 19.7, 25.6, 42.8, 39.8, 38.3, 62.9, 53.5
CG4764, 0, 32.6, 40.6, 28.5, 27.7, 29.0, 31.5, 22.0, 20.9, 14.4, 12.3, 9.18, 9.69
CG4768, 0, 19.3, 20.9, 21.1, 16.4, 15.9, 13.0, 12.9, 7.31, 6.23, 4.53, 6.83, 8.03
CG4769, 5, 53.6, 78.3, 64.1, 44.4, 54.4, 93.7, 68.7, 121.0, 118.0, 119.0, 131.0, 111.0
CG4781, 0, 0.0931, 0.033, 0.111, 0.369, 0.544, 6.68, 12.1, 17.4, 17.0, 24.0, 21.6, 20.7
CG4785, 0, 15.9, 21.7, 13.3, 12.9, 12.0, 12.5, 7.99, 7.39, 4.76, 3.14, 3.67, 3.6
CG4788, 0, 23.5, 33.3, 21.4, 17.8, 17.4, 13.6, 9.63, 8.49, 7.1, 3.57, 8.03, 7.12
CG4789, 0, 23.0, 4.08, 8.35, 10.4, 13.1, 20.9, 11.1, 11.4, 8.48, 9.46, 6.42, 6.16
CG4802, 0, 31.4, 45.3, 30.9, 8.29, 12.4, 26.5, 20.6, 25.8, 26.7, 34.5, 33.3, 34.5
CG4806, 0, 13.5, 24.5, 29.4, 18.8, 21.3, 20.7, 17.7, 7.84, 8.19, 6.92, 13.6, 14.8
CG4813, 0, 17.9, 9.43, 18.3, 18.4, 13.9, 14.6, 8.06, 6.05, 3.84, 3.44, 4.19, 3.61
CG4825, 0, 19.0, 24.9, 19.0, 16.4, 17.6, 19.5, 17.2, 12.4, 9.92, 8.37, 15.2, 13.2
CG4830, 5, 0.0455, 0.0706, 0.035, 0.0819, 0.0991, 0.127, 0.0586, 0.133, 0.325, 16.3, 146.0, 144.0
CG4849, 0, 12.6, 33.8, 44.9, 17.2, 11.2, 7.87, 6.43, 4.84, 3.13, 1.63, 1.65, 2.15
CG4853, 0, 8.3, 3.16, 7.19, 8.97, 11.0, 11.1, 13.7, 9.61, 8.14, 6.82, 5.12, 6.9
CG4858, 0, 4.87, 8.0, 14.2, 10.7, 11.1, 20.4, 11.6, 11.4, 10.8, 9.97, 7.52, 9.16
CG4866, 0, 8.07, 13.9, 16.7, 15.5, 18.4, 20.0, 14.6, 5.82, 7.58, 5.17, 8.27, 9.6
CG4880, 0, 29.6, 40.1, 12.6, 7.72, 11.8, 9.75, 8.58, 8.1, 7.33, 3.44, 11.8, 11.4
CG4882, 0, 20.9, 9.27, 19.7, 19.3, 18.9, 23.0, 21.6, 19.5, 21.0, 20.9, 17.0, 18.6
CG4884, 0, 28.7, 10.1, 13.0, 10.4, 8.37, 8.58, 8.17, 5.19, 4.34, 3.33, 3.9, 4.36
CG4887, 0, 12.9, 18.8, 17.2, 18.2, 16.9, 12.7, 12.4, 10.6, 8.14, 5.52, 8.74, 7.82
CG4911, 0, 23.7, 27.2, 9.7, 8.31, 12.3, 11.6, 14.2, 7.78, 9.08, 4.68, 9.66, 11.5
CG4936, 0, 30.0, 33.9, 35.4, 31.3, 25.9, 19.4, 13.1, 13.5, 8.92, 5.75, 7.77, 7.88
CG4945, 5, 70.0, 84.0, 52.6, 74.8, 87.0, 73.7, 59.7, 77.8, 72.3, 69.0, 93.8, 69.4
CG4951, 0, 28.6, 10.7, 19.1, 15.0, 10.5, 8.12, 5.84, 3.75, 3.58, 2.73, 1.39, 2.04
CG4962, 5, 0.148, 0.198, 0.0372, 0.0364, 0.263, 0.208, 0.162, 1.59, 16.7, 118.0, 60.6, 54.4
CG4968, 0, 33.7, 29.2, 25.6, 21.7, 24.0, 21.0, 19.3, 9.72, 9.37, 6.46, 8.33, 8.98
CG4972, 0, 19.4, 4.95, 12.3, 19.5, 21.0, 19.7, 34.3, 11.1, 16.3, 10.9, 6.52, 8.72
CG4980, 0, 28.3, 46.5, 38.1, 28.2, 22.2, 19.9, 13.0, 10.9, 6.23, 4.7, 5.26, 4.54
CG4982, 5, 0.091, 0.145, 0.0173, 0.0505, 0.22, 0.327, 0.0662, 1.57, 16.1, 98.6, 90.3, 90.7
CG4998, 0, 0.272, 0.161, 0.212, 0.618, 1.96, 0.698, 0.995, 24.6, 87.3, 56.7, 13.5, 15.5
CG5003, 0, 27.1, 33.5, 17.0, 16.4, 14.7, 11.4, 10.2, 9.77, 7.64, 5.47, 11.6, 9.31
CG5010, 0, 34.5, 3.01, 1.74, 6.57, 11.4, 23.3, 20.8, 21.7, 20.7, 29.2, 32.3, 26.8
CG5011, 5, 0.103, 0.12, 0.023, 0.303, 0.543, 1.87, 2.83, 4.45, 6.91, 31.2, 106.0, 86.8
CG5021, 0, 18.3, 2.04, 5.96, 10.7, 13.2, 19.9, 17.1, 12.8, 11.1, 7.58, 6.11, 6.67
CG5023, 0, 0.0528, 0.0437, 0.0956, 0.204, 0.336, 0.196, 0.15, 0.474, 1.59, 31.8, 103.0, 83.1
CG5026, 0, 28.4, 31.0, 8.8, 5.0, 7.61, 8.57, 7.6, 9.66, 7.62, 3.92, 11.1, 9.93
CG5027, 0, 11.6, 17.7, 11.1, 7.85, 11.2, 14.4, 16.5, 10.5, 8.9, 5.09, 5.79, 7.68
CG5028, 0, 29.1, 13.8, 17.6, 18.6, 19.6, 21.5, 28.0, 45.2, 52.5, 51.1, 47.3, 52.2
CG5033, 0, 28.5, 53.7, 60.8, 53.2, 46.5, 35.2, 32.4, 21.5, 15.7, 11.5, 25.9, 24.9
CG5037, 0, 24.7, 26.5, 16.0, 19.6, 24.5, 38.2, 26.0, 25.7, 27.4, 27.5, 32.3, 32.0
CG5039, 0, 8.58, 8.27, 9.23, 13.6, 15.5, 19.0, 14.9, 8.49, 6.33, 5.31, 4.64, 4.59
CG5044, 0, 16.9, 3.67, 8.57, 9.56, 9.74, 15.0, 14.6, 9.58, 6.36, 10.3, 23.5, 25.0
CG5045, 0, 25.9, 46.2, 51.1, 25.8, 19.6, 17.1, 13.6, 15.9, 14.2, 11.4, 12.4, 12.7
CG5056, 0, 33.3, 9.4, 10.5, 12.0, 14.6, 26.6, 14.6, 10.9, 10.6, 10.8, 8.83, 9.04
CG5059, 0, 2.08, 29.7, 42.7, 19.3, 15.4, 20.6, 23.1, 10.6, 13.9, 15.1, 9.78, 14.6
CG5068, 0, 16.3, 9.52, 13.1, 11.4, 12.1, 15.5, 9.06, 9.57, 7.22, 6.54, 5.54, 5.52
CG5070, 0, 0.0282, 0.0719, 0.123, 0.0885, 0.326, 0.254, 0.26, 3.54, 22.6, 53.9, 25.2, 21.5
CG5073, 0, 9.93, 5.86, 15.6, 14.3, 13.1, 15.1, 11.4, 6.83, 7.43, 7.63, 7.2, 8.2
CG5080, 0, 1.05, 2.08, 1.55, 11.7, 24.7, 188.0, 156.0, 112.0, 34.8, 20.9, 5.57, 5.86
CG5084, 0, 0.0587, 0.0367, 0.333, 0.332, 0.221, 0.103, 0.0399, 0.347, 3.47, 26.4, 46.6, 50.9
CG5096, 0, 0.251, 1.3, 1.65, 1.54, 1.93, 7.17, 11.6, 5.52, 13.8, 15.0, 17.1, 26.0
CG5104, 0, 7.2, 8.6, 10.3, 10.2, 12.3, 14.8, 12.4, 8.24, 8.18, 5.95, 6.73, 8.78
CG5110, 0, 13.1, 11.2, 10.3, 10.0, 12.2, 17.6, 11.7, 10.8, 8.93, 6.49, 4.9, 5.38
CG5112, 0, 32.5, 15.7, 9.69, 5.18, 7.09, 15.1, 16.3, 23.7, 30.3, 14.9, 4.46, 5.51
CG5114, 0, 13.0, 8.61, 26.9, 29.6, 25.8, 21.3, 15.7, 11.0, 8.47, 6.63, 18.8, 14.9
CG5131, 0, 15.1, 11.0, 9.73, 7.63, 9.33, 13.5, 10.4, 13.8, 13.6, 10.5, 8.27, 8.31
CG5147, 0, 19.3, 3.31, 6.97, 11.6, 11.7, 13.9, 10.8, 6.17, 4.19, 4.05, 6.53, 5.45
CG5149, 0, 10.5, 9.69, 14.3, 21.0, 17.6, 14.5, 13.7, 8.79, 8.12, 4.47, 6.05, 6.99
CG5162, 0, 0.0408, 0.0251, 0.11, 0.324, 0.485, 0.161, 0.0859, 0.112, 0.205, 5.57, 60.6, 45.1
CG5167, 0, 14.4, 11.1, 18.8, 19.5, 10.8, 10.7, 7.1, 8.06, 6.19, 6.95, 10.6, 10.1
CG5168, 0, 25.9, 8.79, 11.9, 9.71, 16.2, 29.1, 26.7, 17.8, 13.4, 10.6, 8.59, 10.8
CG5171, 0, 0.0849, 0.98, 4.44, 10.7, 17.6, 40.9, 48.8, 12.3, 11.5, 6.4, 2.12, 3.59
CG5174, 0, 15.2, 19.5, 13.2, 6.56, 11.2, 20.6, 28.0, 22.1, 15.3, 10.5, 10.3, 11.9
CG5177, 5, 0.386, 0.291, 0.446, 0.924, 2.02, 5.23, 16.0, 69.8, 135.0, 139.0, 84.9, 87.6
CG5180, 0, 23.8, 17.1, 16.6, 17.6, 16.4, 11.5, 10.5, 12.8, 9.41, 6.61, 8.51, 7.49
CG5181, 0, 2.34, 4.69, 6.99, 13.9, 22.3, 50.0, 62.4, 44.3, 70.9, 66.6, 39.1, 42.0
CG5189, 0, 9.09, 15.2, 17.5, 13.8, 12.1, 12.7, 9.77, 7.1, 6.25, 4.67, 5.22, 5.91
CG5190, 0, 9.22, 8.94, 10.3, 11.6, 11.5, 13.2, 12.2, 10.9, 8.65, 6.54, 8.48, 8.63
CG5199, 0, 29.4, 12.9, 19.2, 14.6, 9.66, 6.29, 3.65, 2.9, 2.11, 2.04, 1.61, 2.15
CG5210, 2, 85.3, 141.0, 149.0, 57.7, 59.7, 94.7, 122.0, 193.0, 222.0, 189.0, 119.0, 131.0
CG5214, 5, 47.8, 35.4, 13.0, 4.79, 7.87, 25.3, 30.3, 78.5, 75.8, 80.7, 84.2, 75.5
CG5220, 0, 11.9, 16.5, 15.9, 13.0, 13.2, 12.3, 11.3, 5.08, 6.32, 4.88, 7.37, 8.14
CG5224, 0, 11.2, 12.5, 9.13, 3.58, 4.8, 29.5, 24.3, 23.2, 11.8, 7.13, 4.44, 4.55
CG5235, 0, 19.1, 27.7, 33.6, 24.5, 26.2, 15.0, 13.1, 4.96, 4.05, 1.51, 4.54, 5.14
CG5261, 0, 21.3, 9.35, 8.48, 13.3, 15.7, 24.5, 25.7, 29.7, 31.0, 45.4, 65.7, 68.6
CG5273, 0, 15.2, 5.18, 2.72, 4.15, 3.59, 6.15, 9.98, 17.3, 19.2, 31.2, 18.8, 17.4
CG5276, 0, 13.9, 11.8, 11.2, 9.68, 8.99, 10.7, 9.97, 8.2, 6.82, 5.38, 4.71, 4.44
CG5278, 0, 0.0385, 0.0599, 0.0184, 0.0413, 0.124, 0.266, 0.209, 0.971, 6.82, 70.2, 25.5, 44.6
CG5281, 0, 1.9, 10.0, 26.5, 17.2, 9.89, 7.98, 6.33, 7.53, 7.05, 6.75, 4.47, 5.03
CG5315, 0, 18.3, 15.1, 29.5, 30.2, 30.3, 43.1, 35.8, 26.7, 25.8, 22.3, 12.7, 16.4
CG5323, 0, 30.7, 21.4, 19.2, 20.0, 24.0, 36.2, 34.7, 41.1, 27.1, 13.7, 12.3, 12.8
CG5326, 0, 0.0799, 0.0865, 0.0508, 0.0648, 0.209, 0.222, 0.393, 4.25, 38.0, 78.2, 16.2, 22.6
CG5335, 0, 6.17, 2.7, 0.743, 1.14, 2.26, 15.7, 14.4, 10.7, 8.85, 10.3, 17.3, 19.9
CG5339, 0, 29.7, 14.7, 8.59, 9.99, 9.99, 15.7, 8.41, 5.9, 4.04, 4.52, 4.08, 3.54
CG5343, 0, 22.8, 33.4, 25.5, 26.6, 25.9, 28.6, 20.9, 12.8, 9.12, 5.95, 5.7, 7.0
CG5355, 2, 122.0, 154.0, 124.0, 117.0, 128.0, 106.0, 88.8, 105.0, 95.6, 91.7, 128.0, 96.0
CG5382, 0, 12.1, 3.59, 7.46, 11.6, 13.3, 24.5, 13.2, 13.7, 9.67, 9.96, 7.88, 6.89
CG5384, 0, 73.1, 26.6, 41.6, 37.7, 28.6, 21.1, 19.6, 12.5, 10.9, 9.41, 7.09, 8.83
CG5385, 0, 10.6, 9.51, 8.63, 10.5, 14.1, 12.7, 16.3, 2.95, 6.53, 3.61, 4.5, 6.35
CG5390, 0, 1.06, 0.615, 0.38, 0.906, 2.12, 10.7, 16.8, 37.8, 36.3, 27.8, 16.8, 18.7
CG5399, 5, 0.265, 1.28, 5.72, 14.8, 9.35, 2.54, 5.38, 19.8, 70.8, 159.0, 188.0, 233.0
CG5412, 0, 18.6, 5.91, 6.16, 11.4, 12.2, 18.8, 10.5, 9.61, 6.78, 8.35, 7.81, 5.66
CG5439, 0, 25.6, 30.7, 27.2, 19.9, 18.9, 19.4, 13.5, 11.8, 10.5, 7.95, 13.6, 13.8
CG5446, 0, 39.1, 53.2, 26.9, 25.7, 27.3, 28.9, 30.5, 21.1, 20.8, 17.6, 14.6, 17.4
CG5447, 0, 12.1, 18.9, 16.0, 15.5, 17.1, 17.2, 15.5, 9.5, 11.2, 9.01, 9.31, 11.2
CG5451, 0, 46.5, 50.7, 70.3, 44.4, 34.3, 30.0, 20.2, 19.1, 14.1, 7.62, 7.72, 9.67
CG5482, 0, 18.4, 18.5, 23.3, 23.5, 24.4, 26.9, 26.0, 17.2, 16.9, 11.8, 12.5, 13.7
CG5484, 0, 24.9, 12.1, 17.3, 23.9, 22.3, 27.7, 23.0, 16.3, 10.9, 7.51, 5.69, 5.4
CG5506, 0, 0.0213, 0.036, 0.0213, 0.0938, 0.145, 0.208, 0.186, 0.759, 2.76, 20.1, 90.8, 83.9
CG5510, 0, 35.0, 52.0, 50.1, 31.2, 28.8, 29.1, 18.3, 17.2, 11.5, 6.45, 4.87, 6.03
CG5514, 0, 19.3, 29.3, 30.4, 23.8, 22.9, 15.8, 14.4, 14.3, 10.5, 8.48, 9.87, 9.41
CG5515, 0, 35.8, 40.4, 26.1, 23.4, 28.4, 38.7, 25.5, 16.2, 15.2, 9.61, 13.9, 14.8
CG5516, 0, 17.3, 22.1, 27.0, 15.4, 14.3, 14.5, 9.72, 5.49, 5.52, 3.05, 4.41, 4.58
CG5525, 0, 101.0, 45.5, 34.6, 40.2, 47.1, 91.9, 49.2, 45.5, 31.6, 25.1, 27.1, 23.0
CG5532, 0, 32.9, 54.3, 54.2, 37.3, 33.2, 38.6, 37.8, 37.8, 35.0, 41.5, 36.3, 35.2
CG5537, 0, 40.9, 46.1, 39.8, 40.3, 42.1, 45.0, 31.3, 30.6, 24.3, 27.0, 24.7, 22.9
CG5543, 0, 18.1, 17.2, 20.3, 14.8, 11.3, 8.62, 6.21, 6.04, 3.81, 2.83, 2.72, 2.46
CG5548, 5, 38.5, 53.3, 43.5, 42.7, 39.5, 58.2, 40.7, 56.2, 55.5, 84.3, 83.5, 71.7
CG5554, 0, 50.6, 85.4, 87.8, 79.7, 91.6, 120.0, 78.9, 60.6, 39.2, 27.1, 37.7, 31.7
CG5567, 0, 13.7, 3.62, 0.775, 0.73, 1.56, 4.21, 5.7, 4.94, 11.0, 23.3, 33.0, 36.7
CG5568, 0, 28.1, 17.4, 6.5, 4.2, 6.95, 4.27, 8.41, 4.37, 5.38, 1.88, 6.4, 8.86
CG5589, 0, 8.16, 11.4, 12.8, 15.4, 14.0, 10.3, 8.67, 6.26, 4.25, 2.48, 8.23, 6.94
CG5590, 0, 49.2, 14.9, 23.5, 27.6, 21.9, 31.0, 28.0, 48.4, 28.4, 24.5, 19.5, 17.6
CG5597, 0, 0.0891, 0.179, 0.411, 2.37, 4.74, 3.07, 1.13, 1.49, 3.73, 18.0, 34.6, 31.5
CG5604, 0, 35.2, 31.3, 17.1, 25.4, 31.7, 25.3, 36.0, 31.3, 29.3, 21.4, 26.1, 28.1
CG5641, 0, 40.4, 24.0, 37.3, 43.6, 33.1, 37.9, 20.6, 20.7, 10.8, 7.05, 4.22, 3.9
CG5642, 2, 80.0, 130.0, 169.0, 131.0, 136.0, 116.0, 87.5, 79.3, 63.6, 58.8, 59.7, 64.5
CG5676, 0, 18.9, 33.0, 47.1, 26.4, 26.3, 21.9, 17.9, 5.48, 8.64, 5.34, 6.94, 11.5
CG5703, 5, 29.1, 23.4, 29.7, 29.1, 25.8, 44.6, 36.3, 50.2, 53.9, 78.4, 73.9, 66.5
CG5706, 0, 25.3, 4.77, 12.0, 12.2, 12.8, 13.9, 11.4, 12.1, 9.59, 7.88, 9.73, 8.65
CG5721, 0, 21.3, 6.4, 23.7, 22.9, 20.3, 26.8, 21.7, 17.9, 14.3, 12.0, 6.85, 7.65
CG5726, 0, 26.8, 16.4, 5.73, 5.72, 7.94, 8.93, 8.29, 10.0, 7.96, 5.84, 9.7, 9.32
CG5728, 0, 21.6, 32.3, 32.5, 26.0, 29.1, 17.4, 19.1, 11.8, 9.66, 6.69, 21.7, 20.0
CG5734, 0, 36.7, 10.9, 18.4, 16.6, 12.5, 15.0, 8.07, 10.0, 8.08, 8.37, 5.76, 5.65
CG5745, 0, 19.4, 16.7, 21.7, 16.6, 14.8, 10.7, 8.77, 6.68, 4.71, 3.64, 3.31, 4.22
CG5746, 0, 62.2, 40.1, 46.6, 53.2, 37.9, 30.7, 29.0, 23.7, 15.1, 12.1, 5.76, 5.9
CG5756, 0, 0.16, 0.187, 0.414, 0.45, 0.68, 1.32, 3.76, 59.5, 42.1, 4.63, 1.72, 1.94
CG5757, 0, 27.7, 18.9, 26.6, 12.9, 9.74, 5.6, 3.99, 1.96, 1.93, 1.15, 0.932, 1.24
